period|acct|code|mkt|pos|cash|feature_max_mkt|feature_prev_1_max_mkt|feature_prev_2_max_mkt|cash_mov|cash_mov_roll_3|feature_cash_sig_3
2021-01|66461498|LPL|407800.3037|407647.0437|153.2600000000093|407800.3037|||0.0|0.0|0.0
2021-02|66461498|LPL|413547.6946|413547.6946|0.0|413547.6946|407800.3037|407800.3037|0.0|0.0|0.0
2021-03|66461498|LPL|422007.80994|421645.72994|362.0800000000163|422007.80994|413547.6946|413547.6946|0.0|0.0|0.0
2021-04|66461498|LPL|437845.50577|437603.15577|242.34999999997672|437845.50577|422007.80994|422007.80994|0.0|0.0|0.0
2021-05|66461498|LPL|436240.80781|436240.80781|0.0|437845.50577|437845.50577|437845.50577|0.0|0.0|0.0
2021-06|66461498|LPL|449580.99808|449580.99808|0.0|449580.99808|437845.50577|437845.50577|0.0|0.0|0.0
2021-07|66461498|LPL|452918.24091|441930.52091|10987.719999999972|452918.24091|449580.99808|449580.99808|0.0|0.0|0.0
2021-08|66461498|LPL|553448.44038|553448.44038|0.0|553448.44038|452918.24091|452918.24091|0.0|0.0|0.0
2021-09|66461498|LPL|529245.38458|529245.3845800001|-1.1641532182693479e-10|553448.44038|553448.44038|553448.44038|0.0|0.0|0.0
2021-10|66461498|LPL|556045.49801|555889.03801|156.45999999996275|556045.49801|553448.44038|553448.44038|0.0|0.0|0.0
2021-01|66626687|LPL|123188.02624|123188.02624|0.0|123188.02624|||0.0|0.0|0.0
2021-02|66626687|LPL|125915.41918|125915.41918|0.0|125915.41918|123188.02624|123188.02624|0.0|0.0|0.0
2021-03|66626687|LPL|126240.16917|125131.38917|1108.7799999999988|126240.16917|125915.41918|125915.41918|0.0|0.0|0.0
2021-04|66626687|LPL|128095.35729|128095.35729|0.0|128095.35729|126240.16917|126240.16917|0.0|0.0|0.0
2021-05|66626687|LPL|128670.35585|128670.35585|0.0|128670.35585|128095.35729|128095.35729|0.0|0.0|0.0
2021-06|66626687|LPL|131114.95411|131114.95411|0.0|131114.95411|128670.35585|128670.35585|0.0|0.0|0.0
2021-07|66626687|LPL|131270.55359|131270.55359|0.0|131270.55359|131114.95411|131114.95411|0.0|0.0|0.0
2021-08|66626687|LPL|133320.87596|133320.87596|0.0|133320.87596|131270.55359|131270.55359|0.0|0.0|0.0
2021-09|66626687|LPL|129152.16708|129152.16708|0.0|133320.87596|133320.87596|133320.87596|0.0|0.0|0.0
2021-10|66626687|LPL|132624.25333|132624.25333|0.0|133320.87596|133320.87596|133320.87596|0.0|0.0|0.0
2021-01|66736548|LPL|104206.03963|104206.03963|0.0|104206.03963|||0.0|0.0|0.0
2021-02|66736548|LPL|104215.66894|104215.66894|0.0|104215.66894|104206.03963|104206.03963|0.0|0.0|0.0
2021-03|66736548|LPL|103958.36896|103958.36896|0.0|104215.66894|104215.66894|104215.66894|0.0|0.0|0.0
2021-04|66736548|LPL|80230.29367|80230.29367|0.0|104215.66894|104215.66894|104215.66894|0.0|0.0|0.0
2021-05|66736548|LPL|80569.43889|80569.43889|0.0|103958.36896|104215.66894|104215.66894|0.0|0.0|0.0
2021-06|66736548|LPL|81075.0906|81075.0906|0.0|81075.0906|103958.36896|103958.36896|0.0|0.0|0.0
2021-07|66736548|LPL|81597.27542|81597.27542|0.0|81597.27542|81075.0906|81075.0906|0.0|0.0|0.0
2021-08|66736548|LPL|81904.23533|81904.23533|0.0|81904.23533|81597.27542|81597.27542|0.0|0.0|0.0
2021-09|66736548|LPL|80650.33972|80650.33972|0.0|81904.23533|81904.23533|81904.23533|0.0|0.0|0.0
2021-10|66736548|LPL|81101.42478|81101.42478|0.0|81904.23533|81904.23533|81904.23533|0.0|0.0|0.0
2021-01|66858940|LPL|20911.16688|20911.16688|0.0|20911.16688|||0.0|0.0|0.0
2021-02|66858940|LPL|21263.46791|21263.46791|0.0|21263.46791|20911.16688|20911.16688|0.0|0.0|0.0
2021-03|66858940|LPL|21569.33668|21569.33668|0.0|21569.33668|21263.46791|21263.46791|0.0|0.0|0.0
2021-04|66858940|LPL|22161.30133|22161.30133|0.0|22161.30133|21569.33668|21569.33668|0.0|0.0|0.0
2021-05|66858940|LPL|22415.51401|22415.51401|0.0|22415.51401|22161.30133|22161.30133|0.0|0.0|0.0
2021-06|66858940|LPL|22580.31603|22580.31603|0.0|22580.31603|22415.51401|22415.51401|0.0|0.0|0.0
2021-07|66858940|LPL|22583.90176|22583.90176|0.0|22583.90176|22580.31603|22580.31603|0.0|0.0|0.0
2021-08|66858940|LPL|22892.63827|22892.63827|0.0|22892.63827|22583.90176|22583.90176|0.0|0.0|0.0
2021-09|66858940|LPL|22266.10196|22266.10196|0.0|22892.63827|22892.63827|22892.63827|0.0|0.0|0.0
2021-10|66858940|LPL|21546.77299|21546.77299|0.0|22892.63827|22892.63827|22892.63827|0.0|0.0|0.0
2021-02|67098097|LPL|12908.24463|12908.24463|0.0|12908.24463|||0.0|0.0|0.0
2021-03|67098097|LPL|13095.44988|13095.44988|0.0|13095.44988|12908.24463|12908.24463|0.0|0.0|0.0
2021-04|67098097|LPL|13422.55414|13422.55414|0.0|13422.55414|13095.44988|13095.44988|0.0|0.0|0.0
2021-05|67098097|LPL|13575.37638|13575.37638|0.0|13575.37638|13422.55414|13422.55414|0.0|0.0|0.0
2021-06|67098097|LPL|13673.86612|13673.86612|0.0|13673.86612|13575.37638|13575.37638|0.0|0.0|0.0
2021-07|67098097|LPL|13681.29324|13681.29324|0.0|13681.29324|13673.86612|13673.86612|0.0|0.0|0.0
2021-08|67098097|LPL|13865.22677|13865.22677|0.0|13865.22677|13681.29324|13681.29324|0.0|0.0|0.0
2021-09|67098097|LPL|13491.55637|13491.55637|0.0|13865.22677|13865.22677|13865.22677|0.0|0.0|0.0
2021-10|67098097|LPL|13840.328|13840.328|0.0|13865.22677|13865.22677|13865.22677|0.0|0.0|0.0
2021-01|67113613|LPL|26302.44864|26302.44864|0.0|26302.44864|||0.0|0.0|0.0
2021-02|67113613|LPL|26696.81202|26696.81202|0.0|26696.81202|26302.44864|26302.44864|0.0|0.0|0.0
2021-03|67113613|LPL|27397.69534|27397.69534|0.0|27397.69534|26696.81202|26696.81202|0.0|0.0|0.0
2021-04|67113613|LPL|28051.33582|28051.33582|0.0|28051.33582|27397.69534|27397.69534|0.0|0.0|0.0
2021-05|67113613|LPL|28525.05834|28525.05834|0.0|28525.05834|28051.33582|28051.33582|0.0|0.0|0.0
2021-06|67113613|LPL|28579.0717|28579.0717|0.0|28579.0717|28525.05834|28525.05834|0.0|0.0|0.0
2021-07|67113613|LPL|28762.13596|28762.13596|0.0|28762.13596|28579.0717|28579.0717|0.0|0.0|0.0
2021-08|67113613|LPL|29106.17422|29106.17422|0.0|29106.17422|28762.13596|28762.13596|0.0|0.0|0.0
2021-09|67113613|LPL|28327.00868|28327.00868|0.0|29106.17422|29106.17422|29106.17422|0.0|0.0|0.0
2021-10|67113613|LPL|29191.91028|29191.91028|0.0|29191.91028|29106.17422|29106.17422|0.0|0.0|0.0
2021-01|67122337|LPL|55577.12274|55577.12274|0.0|55577.12274|||0.0|0.0|0.0
2021-02|67122337|LPL|55666.67479|55666.674790000005|-7.275957614183426e-12|55666.67479|55577.12274|55577.12274|0.0|0.0|0.0
2021-03|67122337|LPL|55601.28015|55601.28015|0.0|55666.67479|55666.67479|55666.67479|0.0|0.0|0.0
2021-04|67122337|LPL|56584.92883|56584.92883|0.0|56584.92883|55666.67479|55666.67479|0.0|0.0|0.0
2021-05|67122337|LPL|56775.20459|56775.20459|0.0|56775.20459|56584.92883|56584.92883|0.0|0.0|0.0
2021-06|67122337|LPL|57184.17297|57184.17297|0.0|57184.17297|56775.20459|56775.20459|0.0|0.0|0.0
2021-07|67122337|LPL|57533.77634|57533.77634|0.0|57533.77634|57184.17297|57184.17297|0.0|0.0|0.0
2021-08|67122337|LPL|57866.88177|57866.88177|0.0|57866.88177|57533.77634|57533.77634|0.0|0.0|0.0
2021-09|67122337|LPL|56883.10418|56883.10418|0.0|57866.88177|57866.88177|57866.88177|0.0|0.0|0.0
2021-10|67122337|LPL|57406.55796|57406.557960000006|-7.275957614183426e-12|57866.88177|57866.88177|57866.88177|0.0|0.0|0.0
2021-01|67140105|LPL|439462.16497|439462.16497|0.0|439462.16497|||0.0|0.0|0.0
2021-02|67140105|LPL|454687.14476|454687.14476|0.0|454687.14476|439462.16497|439462.16497|0.0|0.0|0.0
2021-03|67140105|LPL|461706.30117|461338.62117|367.679999999993|461706.30117|454687.14476|454687.14476|0.0|0.0|0.0
2021-04|67140105|LPL|458840.06866|458840.06866|0.0|461706.30117|461706.30117|461706.30117|0.0|0.0|0.0
2021-05|67140105|LPL|461611.25276|461611.25276|0.0|461706.30117|461706.30117|461706.30117|0.0|0.0|0.0
2021-06|67140105|LPL|469612.72108|469539.44108|73.27999999996973|469612.72108|461706.30117|461706.30117|0.0|0.0|0.0
2021-07|67140105|LPL|471589.37061|471589.37061|0.0|471589.37061|469612.72108|469612.72108|0.0|0.0|0.0
2021-08|67140105|LPL|483925.58502|483925.58502|0.0|483925.58502|471589.37061|471589.37061|0.0|0.0|0.0
2021-09|67140105|LPL|465568.80929|465103.40929|465.4000000000233|483925.58502|483925.58502|483925.58502|0.0|0.0|0.0
2021-10|67140105|LPL|488784.66962|488784.66962|0.0|488784.66962|483925.58502|483925.58502|0.0|0.0|0.0
2021-01|671415278|Fidelity|178536.9204|178536.9204|0.0|178536.9204|||0.0|0.0|0.0
2021-02|671415278|Fidelity|181515.35667|181515.35667|0.0|181515.35667|178536.9204|178536.9204|0.0|0.0|0.0
2021-03|671415278|Fidelity|183488.46273|183488.46273|0.0|183488.46273|181515.35667|181515.35667|0.0|0.0|0.0
2021-04|671415278|Fidelity|188403.2547|188403.2547|0.0|188403.2547|183488.46273|183488.46273|0.0|0.0|0.0
2021-05|671415278|Fidelity|189754.20737|189754.20737|0.0|189754.20737|188403.2547|188403.2547|0.0|0.0|0.0
2021-06|671415278|Fidelity|192320.65915|192320.65915|0.0|192320.65915|189754.20737|189754.20737|0.0|0.0|0.0
2021-07|671415278|Fidelity|192526.50369|192526.50369|0.0|192526.50369|192320.65915|192320.65915|0.0|0.0|0.0
2021-08|671415278|Fidelity|195373.65273|195373.65273|0.0|195373.65273|192526.50369|192526.50369|0.0|0.0|0.0
2021-09|671415278|Fidelity|189998.61114|189998.61114|0.0|195373.65273|195373.65273|195373.65273|0.0|0.0|0.0
2021-10|671415278|Fidelity|194653.56749|194653.56749|0.0|195373.65273|195373.65273|195373.65273|0.0|0.0|0.0
2021-01|67143111|LPL|83952.12362|83952.12362|0.0|83952.12362|||0.0|0.0|0.0
2021-02|67143111|LPL|85999.10255|85999.10255|0.0|85999.10255|83952.12362|83952.12362|0.0|0.0|0.0
2021-03|67143111|LPL|87880.36917|87880.36916999999|1.4551915228366852e-11|87880.36917|85999.10255|85999.10255|0.0|0.0|0.0
2021-04|67143111|LPL|91234.5907|91234.5907|0.0|91234.5907|87880.36917|87880.36917|0.0|0.0|0.0
2021-05|67143111|LPL|92364.08753|92364.08753|0.0|92364.08753|91234.5907|91234.5907|0.0|0.0|0.0
2021-06|67143111|LPL|93372.27495|93372.27495|0.0|93372.27495|92364.08753|92364.08753|0.0|0.0|0.0
2021-07|67143111|LPL|93461.39367|93461.39367|0.0|93461.39367|93372.27495|93372.27495|0.0|0.0|0.0
2021-08|67143111|LPL|95758.45299|95758.45299|0.0|95758.45299|93461.39367|93461.39367|0.0|0.0|0.0
2021-09|67143111|LPL|92509.40204|92509.40204|0.0|95758.45299|95758.45299|95758.45299|0.0|0.0|0.0
2021-10|67143111|LPL|96959.0285|96959.0285|0.0|96959.0285|95758.45299|95758.45299|0.0|0.0|0.0
2021-01|67409275|AFC|1773.83675|1773.83675|0.0|1773.83675|||0.0|0.0|0.0
2021-02|67409275|AFC|1852.36862|1852.36862|0.0|1852.36862|1773.83675|1773.83675|0.0|0.0|0.0
2021-03|67409275|AFC|1921.04523|1921.04523|0.0|1921.04523|1852.36862|1852.36862|0.0|0.0|0.0
2021-04|67409275|AFC|2036.2959|2036.2959|0.0|2036.2959|1921.04523|1921.04523|0.0|0.0|0.0
2021-05|67409275|AFC|2105.75542|2105.75542|0.0|2105.75542|2036.2959|2036.2959|0.0|0.0|0.0
2021-06|67409275|AFC|2173.22|2173.22|0.0|2173.22|2105.75542|2105.75542|0.0|0.0|0.0
2021-07|67409275|AFC|2238.1752|2238.1752|0.0|2238.1752|2173.22|2173.22|0.0|0.0|0.0
2021-08|67409275|AFC|2380.91757|2380.91757|0.0|2380.91757|2238.1752|2238.1752|0.0|0.0|0.0
2021-09|67409275|AFC|2399.39252|2399.39252|0.0|2399.39252|2380.91757|2380.91757|0.0|0.0|0.0
2021-10|67409275|AFC|2593.37295|2593.37295|0.0|2593.37295|2399.39252|2399.39252|0.0|0.0|0.0
2021-01|67580145|PUT|6723.25044|6723.25044|0.0|6723.25044|||0.0|0.0|0.0
2021-02|67580145|PUT|6774.16364|6774.163640000001|-9.094947017729282e-13|6774.16364|6723.25044|6723.25044|0.0|0.0|0.0
2021-03|67580145|PUT|6771.71426|6771.714260000001|-9.094947017729282e-13|6774.16364|6774.16364|6774.16364|0.0|0.0|0.0
2021-04|67580145|PUT|7214.53438|7214.53438|0.0|7214.53438|6774.16364|6774.16364|0.0|0.0|0.0
2021-05|67580145|PUT|7069.95136|7069.95136|0.0|7214.53438|7214.53438|7214.53438|0.0|0.0|0.0
2021-06|67580145|PUT|7500.16689|7500.166889999999|1.8189894035458565e-12|7500.16689|7214.53438|7214.53438|0.0|0.0|0.0
2021-07|67580145|PUT|7702.04228|7702.042280000001|-9.094947017729282e-13|7702.04228|7500.16689|7500.16689|0.0|0.0|0.0
2021-08|67580145|PUT|7979.00454|7979.00454|0.0|7979.00454|7702.04228|7702.04228|0.0|0.0|0.0
2021-09|67580145|PUT|7523.96974|7523.96974|0.0|7979.00454|7979.00454|7979.00454|0.0|0.0|0.0
2021-10|67580145|PUT|8054.55524|8054.555240000001|-9.094947017729282e-13|8054.55524|7979.00454|7979.00454|0.0|0.0|0.0
2021-01|676375807|Fidelity|391647.48742|391647.48742|0.0|391647.48742|||0.0|0.0|0.0
2021-02|676375807|Fidelity|394410.39733|394410.39733|0.0|394410.39733|391647.48742|391647.48742|0.0|0.0|0.0
2021-03|676375807|Fidelity|394389.6673|394389.6673|0.0|394410.39733|394410.39733|394410.39733|0.0|0.0|0.0
2021-04|676375807|Fidelity|400875.86733|400875.86733|0.0|400875.86733|394410.39733|394410.39733|0.0|0.0|0.0
2021-05|676375807|Fidelity|402088.99719|402088.99719|0.0|402088.99719|400875.86733|400875.86733|0.0|0.0|0.0
2021-06|676375807|Fidelity|405648.06087|405648.06087|0.0|405648.06087|402088.99719|402088.99719|0.0|0.0|0.0
2021-07|676375807|Fidelity|405353.4336|405353.4336|0.0|405648.06087|405648.06087|405648.06087|0.0|0.0|0.0
2021-08|676375807|Fidelity|408284.52133|408284.52133|0.0|408284.52133|405648.06087|405648.06087|0.0|0.0|0.0
2021-09|676375807|Fidelity|399972.97763|399972.97763|0.0|408284.52133|408284.52133|408284.52133|0.0|0.0|0.0
2021-10|676375807|Fidelity|404644.4222|404644.4222|0.0|408284.52133|408284.52133|408284.52133|0.0|0.0|0.0
2021-01|67642420|AMR|69179.67|69179.67|0.0|69179.67|||0.0|0.0|0.0
2021-02|67642420|AMR|70709.17388|70709.17388|0.0|70709.17388|69179.67|69179.67|0.0|0.0|0.0
2021-03|67642420|AMR|73208.7414|73208.7414|0.0|73208.7414|70709.17388|70709.17388|0.0|0.0|0.0
2021-04|67642420|AMR|75843.5218|75843.5218|0.0|75843.5218|73208.7414|73208.7414|0.0|0.0|0.0
2021-05|67642420|AMR|77693.23026|77693.23026|0.0|77693.23026|75843.5218|75843.5218|0.0|0.0|0.0
2021-06|67642420|AMR|78639.05955|78639.05955|0.0|78639.05955|77693.23026|77693.23026|0.0|0.0|0.0
2021-07|67642420|AMR|80010.4318|80010.4318|0.0|80010.4318|78639.05955|78639.05955|0.0|0.0|0.0
2021-08|67642420|AMR|81677.274|81677.274|0.0|81677.274|80010.4318|80010.4318|0.0|0.0|0.0
2021-09|67642420|AMR|79574.6962|79574.6962|0.0|81677.274|81677.274|81677.274|0.0|0.0|0.0
2021-10|67642420|AMR|83008.143|83008.143|0.0|83008.143|81677.274|81677.274|0.0|0.0|0.0
2021-01|676506034|Fidelity|266406.78522|266406.78522|0.0|266406.78522|||0.0|0.0|0.0
2021-02|676506034|Fidelity|269838.97436|269838.97436|0.0|269838.97436|266406.78522|266406.78522|0.0|0.0|0.0
2021-03|676506034|Fidelity|271758.42281|271758.42281|0.0|271758.42281|269838.97436|269838.97436|0.0|0.0|0.0
2021-04|676506034|Fidelity|277013.19879|277013.19879|0.0|277013.19879|271758.42281|271758.42281|0.0|0.0|0.0
2021-05|676506034|Fidelity|278998.42129|278998.42129|0.0|278998.42129|277013.19879|277013.19879|0.0|0.0|0.0
2021-06|676506034|Fidelity|281759.5094|281759.5094|0.0|281759.5094|278998.42129|278998.42129|0.0|0.0|0.0
2021-07|676506034|Fidelity|280057.4982|280057.49820000003|-5.820766091346741e-11|281759.5094|281759.5094|281759.5094|0.0|0.0|0.0
2021-08|676506034|Fidelity|284198.34923|284198.34923|0.0|284198.34923|281759.5094|281759.5094|0.0|0.0|0.0
2021-09|676506034|Fidelity|275410.60878|275410.60878|0.0|284198.34923|284198.34923|284198.34923|0.0|0.0|0.0
2021-10|676506034|Fidelity|281131.61131|281131.61131|0.0|284198.34923|284198.34923|284198.34923|0.0|0.0|0.0
2021-01|67654825|LPL|102745.36|102745.36|0.0|102745.36|||0.0|0.0|0.0
2021-02|67654825|LPL|103330.94|103330.94|0.0|103330.94|102745.36|102745.36|0.0|0.0|0.0
2021-03|67654825|LPL|103960.6|103877.67|82.93000000000757|103960.6|103330.94|103330.94|0.0|0.0|0.0
2021-04|67654825|LPL|105876.63|105876.63|0.0|105876.63|103960.6|103960.6|0.0|0.0|0.0
2021-05|67654825|LPL|106498.37|106498.37|0.0|106498.37|105876.63|105876.63|0.0|0.0|0.0
2021-06|67654825|LPL|107764.3|107764.3|0.0|107764.3|106498.37|106498.37|0.0|0.0|0.0
2021-07|67654825|LPL|107978.75|107978.75|0.0|107978.75|107764.3|107764.3|0.0|0.0|0.0
2021-08|67654825|LPL|109053.54|109053.54|0.0|109053.54|107978.75|107978.75|0.0|0.0|0.0
2021-09|67654825|LPL|106388.51|106288.76|99.75|109053.54|109053.54|109053.54|0.0|0.0|0.0
2021-10|67654825|LPL|108396.06|108396.06|0.0|109053.54|109053.54|109053.54|0.0|0.0|0.0
2021-01|676656853|Fidelity|71638.84725|71638.84725|0.0|71638.84725|||0.0|0.0|0.0
2021-02|676656853|Fidelity|72782.03856|72782.03856|0.0|72782.03856|71638.84725|71638.84725|0.0|0.0|0.0
2021-03|676656853|Fidelity|74091.27465|74091.27465|0.0|74091.27465|72782.03856|72782.03856|0.0|0.0|0.0
2021-04|676656853|Fidelity|75671.60118|75671.60118|0.0|75671.60118|74091.27465|74091.27465|0.0|0.0|0.0
2021-05|676656853|Fidelity|76466.75703|76466.75703000001|-1.4551915228366852e-11|76466.75703|75671.60118|75671.60118|0.0|0.0|0.0
2021-06|676656853|Fidelity|76946.83094|76946.83094|0.0|76946.83094|76466.75703|76466.75703|0.0|0.0|0.0
2021-07|676656853|Fidelity|76927.65069|76927.65069|0.0|76946.83094|76946.83094|76946.83094|0.0|0.0|0.0
2021-08|676656853|Fidelity|77831.96904|77831.96904|0.0|77831.96904|76946.83094|76946.83094|0.0|0.0|0.0
2021-09|676656853|Fidelity|76286.84686|76286.84685999999|1.4551915228366852e-11|77831.96904|77831.96904|77831.96904|0.0|0.0|0.0
2021-10|676656853|Fidelity|77850.50316|77850.50316|0.0|77850.50316|77831.96904|77831.96904|0.0|0.0|0.0
2021-01|67680467|FTC|4657.85364|4657.85364|0.0|4657.85364|||0.0|0.0|0.0
2021-02|67680467|FTC|4735.01232|4735.01232|0.0|4735.01232|4657.85364|4657.85364|0.0|0.0|0.0
2021-03|67680467|FTC|4846.94353|4846.94353|0.0|4846.94353|4735.01232|4735.01232|0.0|0.0|0.0
2021-04|67680467|FTC|5048.98585|5048.98585|0.0|5048.98585|4846.94353|4846.94353|0.0|0.0|0.0
2021-05|67680467|FTC|5127.49699|5127.49699|0.0|5127.49699|5048.98585|5048.98585|0.0|0.0|0.0
2021-06|67680467|FTC|5265.67572|5265.67572|0.0|5265.67572|5127.49699|5127.49699|0.0|0.0|0.0
2021-07|67680467|FTC|5380.64838|5380.64838|0.0|5380.64838|5265.67572|5265.67572|0.0|0.0|0.0
2021-08|67680467|FTC|5512.3457|5512.3457|0.0|5512.3457|5380.64838|5380.64838|0.0|0.0|0.0
2021-09|67680467|FTC|5360.64442|5360.64442|0.0|5512.3457|5512.3457|5512.3457|0.0|0.0|0.0
2021-10|67680467|FTC|5595.96487|5595.96487|0.0|5595.96487|5512.3457|5512.3457|0.0|0.0|0.0
2021-01|676821633|Fidelity|133760.79983|133760.79983|0.0|133760.79983|||0.0|0.0|0.0
2021-02|676821633|Fidelity|135043.22839|135043.22839|0.0|135043.22839|133760.79983|133760.79983|0.0|0.0|0.0
2021-03|676821633|Fidelity|135390.94984|135390.94984000002|-2.9103830456733704e-11|135390.94984|135043.22839|135043.22839|0.0|0.0|0.0
2021-04|676821633|Fidelity|138082.66668|138082.66668|0.0|138082.66668|135390.94984|135390.94984|0.0|0.0|0.0
2021-05|676821633|Fidelity|138848.06466|138848.06466|0.0|138848.06466|138082.66668|138082.66668|0.0|0.0|0.0
2021-06|676821633|Fidelity|140425.10124|140425.10124|0.0|140425.10124|138848.06466|138848.06466|0.0|0.0|0.0
2021-07|676821633|Fidelity|140788.40297|140788.40297|0.0|140788.40297|140425.10124|140425.10124|0.0|0.0|0.0
2021-08|676821633|Fidelity|142158.3426|142158.3426|0.0|142158.3426|140788.40297|140788.40297|0.0|0.0|0.0
2021-09|676821633|Fidelity|139603.78456|139603.78456|0.0|142158.3426|142158.3426|142158.3426|0.0|0.0|0.0
2021-10|676821633|Fidelity|141711.75505|141711.75505|0.0|142158.3426|142158.3426|142158.3426|0.0|0.0|0.0
2021-01|676873024|Fidelity|154625.6026|154625.6026|0.0|154625.6026|||0.0|0.0|0.0
2021-02|676873024|Fidelity|158913.68254|158913.68254|0.0|158913.68254|154625.6026|154625.6026|0.0|0.0|0.0
2021-03|676873024|Fidelity|162551.90902|162551.90902|0.0|162551.90902|158913.68254|158913.68254|0.0|0.0|0.0
2021-04|676873024|Fidelity|168843.23848|168843.23848|0.0|168843.23848|162551.90902|162551.90902|0.0|0.0|0.0
2021-05|676873024|Fidelity|170078.9622|170078.9622|0.0|170078.9622|168843.23848|168843.23848|0.0|0.0|0.0
2021-06|676873024|Fidelity|173107.01182|173107.01182|0.0|173107.01182|170078.9622|170078.9622|0.0|0.0|0.0
2021-07|676873024|Fidelity|173137.32832|173137.32832|0.0|173137.32832|173107.01182|173107.01182|0.0|0.0|0.0
2021-08|676873024|Fidelity|177582.68206|177582.68206|0.0|177582.68206|173137.32832|173137.32832|0.0|0.0|0.0
2021-09|676873024|Fidelity|170547.30828|170547.30828|0.0|177582.68206|177582.68206|177582.68206|0.0|0.0|0.0
2021-10|676873024|Fidelity|178751.34036|178751.34035999997|2.9103830456733704e-11|178751.34036|177582.68206|177582.68206|0.0|0.0|0.0
2021-01|67768086|LPL|249224.5|249224.5|0.0|249224.5|||0.0|0.0|0.0
2021-02|67768086|LPL|246403.61|246403.61|0.0|249224.5|249224.5|249224.5|0.0|0.0|0.0
2021-03|67768086|LPL|249928.67|249906.9|21.770000000018623|249928.67|249224.5|249224.5|0.0|0.0|0.0
2021-04|67768086|LPL|257335.85|257335.85|0.0|257335.85|249928.67|249928.67|0.0|0.0|0.0
2021-05|67768086|LPL|260595.99|260595.99|0.0|260595.99|257335.85|257335.85|0.0|0.0|0.0
2021-06|67768086|LPL|263454.92|263437.01|17.90999999997439|263454.92|260595.99|260595.99|0.0|0.0|0.0
2021-07|67768086|LPL|263268.5|263268.5|0.0|263454.92|263454.92|263454.92|0.0|0.0|0.0
2021-08|67768086|LPL|267601.69|267601.69|0.0|267601.69|263454.92|263454.92|0.0|0.0|0.0
2021-09|67768086|LPL|242362.416|242339.416|23.0|267601.69|267601.69|267601.69|0.0|0.0|0.0
2021-10|67768086|LPL|251461.497|251461.497|0.0|267601.69|267601.69|267601.69|0.0|0.0|0.0
2021-01|67776711|AFC|40103.07243|40103.07243|0.0|40103.07243|||0.0|0.0|0.0
2021-02|67776711|AFC|41186.3308|41186.3308|0.0|41186.3308|40103.07243|40103.07243|0.0|0.0|0.0
2021-03|67776711|AFC|42505.48119|42505.48119|0.0|42505.48119|41186.3308|41186.3308|0.0|0.0|0.0
2021-04|67776711|AFC|44149.0316|44149.0316|0.0|44149.0316|42505.48119|42505.48119|0.0|0.0|0.0
2021-05|67776711|AFC|44871.8639|44871.8639|0.0|44871.8639|44149.0316|44149.0316|0.0|0.0|0.0
2021-06|67776711|AFC|45220.97842|45220.97842|0.0|45220.97842|44871.8639|44871.8639|0.0|0.0|0.0
2021-07|67776711|AFC|45665.13391|45665.13391|0.0|45665.13391|45220.97842|45220.97842|0.0|0.0|0.0
2021-08|67776711|AFC|46797.12797|46797.12797|0.0|46797.12797|45665.13391|45665.13391|0.0|0.0|0.0
2021-09|67776711|AFC|45135.09046|45135.09046|0.0|46797.12797|46797.12797|46797.12797|0.0|0.0|0.0
2021-10|67776711|AFC|47722.40082|47722.40082|0.0|47722.40082|46797.12797|46797.12797|0.0|0.0|0.0
2021-01|68012382|LPL|112897.80686|112897.80686|0.0|112897.80686|||0.0|0.0|0.0
2021-02|68012382|LPL|114218.35003|114218.35003|0.0|114218.35003|112897.80686|112897.80686|0.0|0.0|0.0
2021-03|68012382|LPL|115393.66309|115393.66309|0.0|115393.66309|114218.35003|114218.35003|0.0|0.0|0.0
2021-04|68012382|LPL|117275.04642|117275.04642|0.0|117275.04642|115393.66309|115393.66309|0.0|0.0|0.0
2021-05|68012382|LPL|119133.80428|119133.80428|0.0|119133.80428|117275.04642|117275.04642|0.0|0.0|0.0
2021-06|68012382|LPL|120377.04355|120377.04355|0.0|120377.04355|119133.80428|119133.80428|0.0|0.0|0.0
2021-07|68012382|LPL|119906.84064|119906.84064|0.0|120377.04355|120377.04355|120377.04355|0.0|0.0|0.0
2021-08|68012382|LPL|120334.23186|120334.23186|0.0|120377.04355|120377.04355|120377.04355|0.0|0.0|0.0
2021-09|68012382|LPL|120528.02119|120528.02119|0.0|120528.02119|120377.04355|120377.04355|0.0|0.0|0.0
2021-10|68012382|LPL|122354.0409|122354.0409|0.0|122354.0409|120528.02119|120528.02119|0.0|0.0|0.0
2021-01|68078657|LPL|496070.92|496070.92|0.0|496070.92|||0.0|0.0|0.0
2021-02|68078657|LPL|517997.77|517997.77|0.0|517997.77|496070.92|496070.92|0.0|0.0|0.0
2021-03|68078657|LPL|539281.98|539281.98|0.0|539281.98|517997.77|517997.77|0.0|0.0|0.0
2021-04|68078657|LPL|573626.37|573626.37|0.0|573626.37|539281.98|539281.98|0.0|0.0|0.0
2021-05|68078657|LPL|569280.54|569280.54|0.0|573626.37|573626.37|573626.37|0.0|0.0|0.0
2021-06|68078657|LPL|580733.09|580733.09|0.0|580733.09|573626.37|573626.37|0.0|0.0|0.0
2021-07|68078657|LPL|586155.89|586155.89|0.0|586155.89|580733.09|580733.09|0.0|0.0|0.0
2021-08|68078657|LPL|635342.88|635342.88|0.0|635342.88|586155.89|586155.89|0.0|0.0|0.0
